path,expected,predicted,confidence,correct
augmented/val/not_tsuchinoko/negative_vine_leaf_path_01_aug_001.jpg,not_tsuchinoko,not_tsuchinoko,0.936344,true
augmented/val/not_tsuchinoko/negative_vine_leaf_path_01_aug_002.jpg,not_tsuchinoko,not_tsuchinoko,0.999703,true
augmented/val/not_tsuchinoko/negative_vine_leaf_path_01_aug_003.jpg,not_tsuchinoko,not_tsuchinoko,0.968045,true
augmented/val/not_tsuchinoko/negative_vine_leaf_path_01_aug_004.jpg,not_tsuchinoko,not_tsuchinoko,0.947832,true
augmented/val/not_tsuchinoko/negative_vine_leaf_path_01_aug_005.jpg,not_tsuchinoko,not_tsuchinoko,0.995035,true
augmented/val/not_tsuchinoko/negative_vine_leaf_path_01_aug_006.jpg,not_tsuchinoko,not_tsuchinoko,0.998088,true
augmented/val/not_tsuchinoko/negative_vine_leaf_path_01_aug_007.jpg,not_tsuchinoko,not_tsuchinoko,0.983914,true
augmented/val/not_tsuchinoko/negative_vine_leaf_path_01_aug_008.jpg,not_tsuchinoko,not_tsuchinoko,0.999461,true
augmented/val/not_tsuchinoko/negative_vine_leaf_path_01_aug_009.jpg,not_tsuchinoko,not_tsuchinoko,0.988777,true
augmented/val/not_tsuchinoko/negative_vine_leaf_path_01_aug_010.jpg,not_tsuchinoko,tsuchinoko_candidate,0.801818,false
augmented/val/not_tsuchinoko/negative_vine_leaf_path_01_aug_011.jpg,not_tsuchinoko,not_tsuchinoko,0.990852,true
augmented/val/not_tsuchinoko/negative_vine_leaf_path_01_aug_012.jpg,not_tsuchinoko,not_tsuchinoko,0.999224,true
augmented/val/not_tsuchinoko/negative_vine_leaf_path_01_aug_013.jpg,not_tsuchinoko,not_tsuchinoko,0.996800,true
augmented/val/not_tsuchinoko/negative_vine_leaf_path_01_aug_014.jpg,not_tsuchinoko,not_tsuchinoko,0.947530,true
augmented/val/not_tsuchinoko/negative_vine_leaf_path_01_aug_015.jpg,not_tsuchinoko,not_tsuchinoko,0.999435,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_forest_path_01_aug_000.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.999011,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_forest_path_01_aug_001.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.901447,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_forest_path_01_aug_002.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.730732,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_forest_path_01_aug_003.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.998438,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_forest_path_01_aug_004.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.983621,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_forest_path_01_aug_005.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.954483,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_forest_path_01_aug_006.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.999952,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_forest_path_01_aug_007.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.928504,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_forest_path_01_aug_008.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.999487,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_forest_path_01_aug_009.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.999902,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_forest_path_01_aug_010.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.996643,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_forest_path_01_aug_011.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.997038,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_forest_path_01_aug_012.jpg,tsuchinoko_candidate,not_tsuchinoko,0.660785,false
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_forest_path_01_aug_013.jpg,tsuchinoko_candidate,not_tsuchinoko,0.640867,false
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_forest_path_01_aug_014.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.908477,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_forest_path_01_aug_015.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.993322,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_grass_day_01_aug_000.jpg,tsuchinoko_candidate,not_tsuchinoko,0.993102,false
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_grass_day_01_aug_001.jpg,tsuchinoko_candidate,not_tsuchinoko,0.996868,false
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_grass_day_01_aug_002.jpg,tsuchinoko_candidate,not_tsuchinoko,0.716081,false
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_grass_day_01_aug_003.jpg,tsuchinoko_candidate,not_tsuchinoko,0.990187,false
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_grass_day_01_aug_004.jpg,tsuchinoko_candidate,not_tsuchinoko,0.900136,false
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_grass_day_01_aug_005.jpg,tsuchinoko_candidate,not_tsuchinoko,0.976909,false
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_grass_day_01_aug_006.jpg,tsuchinoko_candidate,not_tsuchinoko,0.992585,false
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_grass_day_01_aug_007.jpg,tsuchinoko_candidate,not_tsuchinoko,0.971651,false
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_grass_day_01_aug_008.jpg,tsuchinoko_candidate,not_tsuchinoko,0.976882,false
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_grass_day_01_aug_009.jpg,tsuchinoko_candidate,not_tsuchinoko,0.884827,false
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_grass_day_01_aug_010.jpg,tsuchinoko_candidate,not_tsuchinoko,0.702344,false
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_grass_day_01_aug_011.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.822518,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_grass_day_01_aug_012.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.549543,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_grass_day_01_aug_013.jpg,tsuchinoko_candidate,not_tsuchinoko,0.995214,false
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_grass_day_01_aug_014.jpg,tsuchinoko_candidate,not_tsuchinoko,0.943251,false
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_grass_day_01_aug_015.jpg,tsuchinoko_candidate,not_tsuchinoko,0.995361,false
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_gravel_road_01_aug_000.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.516274,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_gravel_road_01_aug_001.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.821167,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_gravel_road_01_aug_002.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.858168,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_gravel_road_01_aug_003.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.997002,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_gravel_road_01_aug_004.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.950565,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_gravel_road_01_aug_005.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.998657,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_gravel_road_01_aug_006.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.834006,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_gravel_road_01_aug_007.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.998985,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_gravel_road_01_aug_008.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.999992,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_gravel_road_01_aug_009.jpg,tsuchinoko_candidate,not_tsuchinoko,0.688189,false
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_gravel_road_01_aug_010.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.986410,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_gravel_road_01_aug_011.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.758495,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_gravel_road_01_aug_012.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.889659,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_gravel_road_01_aug_013.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.945424,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_gravel_road_01_aug_014.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.984558,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_gravel_road_01_aug_015.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.999764,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_wet_leaves_01_aug_000.jpg,tsuchinoko_candidate,not_tsuchinoko,0.549974,false
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_wet_leaves_01_aug_001.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.712909,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_wet_leaves_01_aug_002.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.999259,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_wet_leaves_01_aug_003.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.881495,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_wet_leaves_01_aug_004.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.972288,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_wet_leaves_01_aug_005.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.969163,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_wet_leaves_01_aug_006.jpg,tsuchinoko_candidate,not_tsuchinoko,0.600925,false
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_wet_leaves_01_aug_007.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.952200,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_wet_leaves_01_aug_008.jpg,tsuchinoko_candidate,not_tsuchinoko,0.606813,false
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_wet_leaves_01_aug_009.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.932415,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_wet_leaves_01_aug_010.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.981728,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_wet_leaves_01_aug_011.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.632644,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_wet_leaves_01_aug_012.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.891465,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_wet_leaves_01_aug_013.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.964540,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_wet_leaves_01_aug_014.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.638490,true
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_wet_leaves_01_aug_015.jpg,tsuchinoko_candidate,tsuchinoko_candidate,0.675523,true
