path,expected,predicted,confidence,correct,copied_path
augmented/val/not_tsuchinoko/negative_branch_forest_01_aug_024.jpg,not_tsuchinoko,tsuchinoko_candidate,0.996726,false,models/hard_examples/false_positive/017_0_996726_negative_branch_forest_01_aug_024.jpg
augmented/val/not_tsuchinoko/negative_branch_forest_01_aug_026.jpg,not_tsuchinoko,tsuchinoko_candidate,0.959203,false,models/hard_examples/false_positive/018_0_959203_negative_branch_forest_01_aug_026.jpg
augmented/val/not_tsuchinoko/negative_branch_forest_01_aug_028.jpg,not_tsuchinoko,tsuchinoko_candidate,0.679312,false,models/hard_examples/false_positive/019_0_679312_negative_branch_forest_01_aug_028.jpg
augmented/val/not_tsuchinoko/negative_branch_forest_01_aug_029.jpg,not_tsuchinoko,tsuchinoko_candidate,0.711467,false,models/hard_examples/false_positive/020_0_711467_negative_branch_forest_01_aug_029.jpg
augmented/val/not_tsuchinoko/negative_branch_forest_01_aug_032.jpg,not_tsuchinoko,tsuchinoko_candidate,0.880255,false,models/hard_examples/false_positive/021_0_880255_negative_branch_forest_01_aug_032.jpg
augmented/val/not_tsuchinoko/negative_branch_forest_01_aug_033.jpg,not_tsuchinoko,tsuchinoko_candidate,0.996901,false,models/hard_examples/false_positive/022_0_996901_negative_branch_forest_01_aug_033.jpg
augmented/val/not_tsuchinoko/negative_branch_forest_01_aug_035.jpg,not_tsuchinoko,tsuchinoko_candidate,0.583039,false,models/hard_examples/false_positive/023_0_583039_negative_branch_forest_01_aug_035.jpg
augmented/val/not_tsuchinoko/negative_branch_forest_01_aug_038.jpg,not_tsuchinoko,tsuchinoko_candidate,0.899765,false,models/hard_examples/false_positive/024_0_899765_negative_branch_forest_01_aug_038.jpg
augmented/val/not_tsuchinoko/negative_branch_forest_01_aug_039.jpg,not_tsuchinoko,tsuchinoko_candidate,0.956004,false,models/hard_examples/false_positive/025_0_956004_negative_branch_forest_01_aug_039.jpg
augmented/val/not_tsuchinoko/negative_branch_forest_01_aug_041.jpg,not_tsuchinoko,tsuchinoko_candidate,0.957416,false,models/hard_examples/false_positive/026_0_957416_negative_branch_forest_01_aug_041.jpg
augmented/val/not_tsuchinoko/negative_branch_forest_01_aug_042.jpg,not_tsuchinoko,tsuchinoko_candidate,0.806865,false,models/hard_examples/false_positive/027_0_806865_negative_branch_forest_01_aug_042.jpg
augmented/val/not_tsuchinoko/negative_branch_forest_01_aug_043.jpg,not_tsuchinoko,tsuchinoko_candidate,0.959887,false,models/hard_examples/false_positive/028_0_959887_negative_branch_forest_01_aug_043.jpg
augmented/val/not_tsuchinoko/negative_branch_forest_01_aug_045.jpg,not_tsuchinoko,tsuchinoko_candidate,0.999895,false,models/hard_examples/false_positive/029_0_999895_negative_branch_forest_01_aug_045.jpg
augmented/val/not_tsuchinoko/negative_branch_forest_01_aug_046.jpg,not_tsuchinoko,tsuchinoko_candidate,0.999383,false,models/hard_examples/false_positive/030_0_999383_negative_branch_forest_01_aug_046.jpg
augmented/val/not_tsuchinoko/negative_branch_forest_01_aug_047.jpg,not_tsuchinoko,tsuchinoko_candidate,0.960099,false,models/hard_examples/false_positive/031_0_960099_negative_branch_forest_01_aug_047.jpg
augmented/val/not_tsuchinoko/negative_branch_grass_tangle_01_aug_002.jpg,not_tsuchinoko,tsuchinoko_candidate,0.732240,false,models/hard_examples/false_positive/032_0_732240_negative_branch_grass_tangle_01_aug_002.jpg
augmented/val/not_tsuchinoko/negative_branch_grass_tangle_01_aug_012.jpg,not_tsuchinoko,tsuchinoko_candidate,0.977672,false,models/hard_examples/false_positive/033_0_977672_negative_branch_grass_tangle_01_aug_012.jpg
augmented/val/not_tsuchinoko/negative_branch_grass_tangle_01_aug_013.jpg,not_tsuchinoko,tsuchinoko_candidate,0.868481,false,models/hard_examples/false_positive/034_0_868481_negative_branch_grass_tangle_01_aug_013.jpg
augmented/val/not_tsuchinoko/negative_branch_grass_tangle_01_aug_019.jpg,not_tsuchinoko,tsuchinoko_candidate,0.681081,false,models/hard_examples/false_positive/035_0_681081_negative_branch_grass_tangle_01_aug_019.jpg
augmented/val/not_tsuchinoko/negative_branch_grass_tangle_01_aug_023.jpg,not_tsuchinoko,tsuchinoko_candidate,0.972234,false,models/hard_examples/false_positive/036_0_972234_negative_branch_grass_tangle_01_aug_023.jpg
augmented/val/not_tsuchinoko/negative_branch_grass_tangle_01_aug_024.jpg,not_tsuchinoko,tsuchinoko_candidate,0.998103,false,models/hard_examples/false_positive/037_0_998103_negative_branch_grass_tangle_01_aug_024.jpg
augmented/val/not_tsuchinoko/negative_branch_grass_tangle_01_aug_027.jpg,not_tsuchinoko,tsuchinoko_candidate,0.776338,false,models/hard_examples/false_positive/038_0_776338_negative_branch_grass_tangle_01_aug_027.jpg
augmented/val/not_tsuchinoko/negative_branch_grass_tangle_01_aug_030.jpg,not_tsuchinoko,tsuchinoko_candidate,0.996727,false,models/hard_examples/false_positive/039_0_996727_negative_branch_grass_tangle_01_aug_030.jpg
augmented/val/not_tsuchinoko/negative_branch_grass_tangle_01_aug_031.jpg,not_tsuchinoko,tsuchinoko_candidate,0.607618,false,models/hard_examples/false_positive/040_0_607618_negative_branch_grass_tangle_01_aug_031.jpg
augmented/val/not_tsuchinoko/negative_branch_grass_tangle_01_aug_032.jpg,not_tsuchinoko,tsuchinoko_candidate,0.518000,false,models/hard_examples/false_positive/041_0_518000_negative_branch_grass_tangle_01_aug_032.jpg
augmented/val/not_tsuchinoko/negative_branch_grass_tangle_01_aug_034.jpg,not_tsuchinoko,tsuchinoko_candidate,0.999780,false,models/hard_examples/false_positive/042_0_999780_negative_branch_grass_tangle_01_aug_034.jpg
augmented/val/not_tsuchinoko/negative_branch_grass_tangle_01_aug_036.jpg,not_tsuchinoko,tsuchinoko_candidate,0.536883,false,models/hard_examples/false_positive/043_0_536883_negative_branch_grass_tangle_01_aug_036.jpg
augmented/val/not_tsuchinoko/negative_branch_grass_tangle_01_aug_040.jpg,not_tsuchinoko,tsuchinoko_candidate,0.999778,false,models/hard_examples/false_positive/044_0_999778_negative_branch_grass_tangle_01_aug_040.jpg
augmented/val/not_tsuchinoko/negative_branch_grass_tangle_01_aug_045.jpg,not_tsuchinoko,tsuchinoko_candidate,0.686348,false,models/hard_examples/false_positive/045_0_686348_negative_branch_grass_tangle_01_aug_045.jpg
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_grass_day_01_aug_002.jpg,tsuchinoko_candidate,not_tsuchinoko,0.656963,false,models/hard_examples/false_negative/046_0_656963_tsuchinoko_candidate_grass_day_01_aug_002.jpg
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_grass_occluded_01_aug_002.jpg,tsuchinoko_candidate,not_tsuchinoko,0.763712,false,models/hard_examples/false_negative/047_0_763712_tsuchinoko_candidate_grass_occluded_01_aug_002.jpg
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_grass_occluded_01_aug_006.jpg,tsuchinoko_candidate,not_tsuchinoko,0.956581,false,models/hard_examples/false_negative/048_0_956581_tsuchinoko_candidate_grass_occluded_01_aug_006.jpg
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_grass_occluded_01_aug_007.jpg,tsuchinoko_candidate,not_tsuchinoko,0.673458,false,models/hard_examples/false_negative/049_0_673458_tsuchinoko_candidate_grass_occluded_01_aug_007.jpg
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_grass_occluded_01_aug_011.jpg,tsuchinoko_candidate,not_tsuchinoko,0.691886,false,models/hard_examples/false_negative/050_0_691886_tsuchinoko_candidate_grass_occluded_01_aug_011.jpg
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_grass_occluded_01_aug_012.jpg,tsuchinoko_candidate,not_tsuchinoko,0.891314,false,models/hard_examples/false_negative/051_0_891314_tsuchinoko_candidate_grass_occluded_01_aug_012.jpg
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_grass_occluded_01_aug_013.jpg,tsuchinoko_candidate,not_tsuchinoko,0.664830,false,models/hard_examples/false_negative/052_0_664830_tsuchinoko_candidate_grass_occluded_01_aug_013.jpg
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_grass_occluded_01_aug_016.jpg,tsuchinoko_candidate,not_tsuchinoko,0.660940,false,models/hard_examples/false_negative/053_0_660940_tsuchinoko_candidate_grass_occluded_01_aug_016.jpg
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_grass_occluded_01_aug_020.jpg,tsuchinoko_candidate,not_tsuchinoko,0.662722,false,models/hard_examples/false_negative/054_0_662722_tsuchinoko_candidate_grass_occluded_01_aug_020.jpg
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_grass_occluded_01_aug_026.jpg,tsuchinoko_candidate,not_tsuchinoko,0.962598,false,models/hard_examples/false_negative/055_0_962598_tsuchinoko_candidate_grass_occluded_01_aug_026.jpg
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_grass_occluded_01_aug_033.jpg,tsuchinoko_candidate,not_tsuchinoko,0.984822,false,models/hard_examples/false_negative/056_0_984822_tsuchinoko_candidate_grass_occluded_01_aug_033.jpg
augmented/val/tsuchinoko_candidate/tsuchinoko_candidate_grass_occluded_01_aug_043.jpg,tsuchinoko_candidate,not_tsuchinoko,0.868747,false,models/hard_examples/false_negative/057_0_868747_tsuchinoko_candidate_grass_occluded_01_aug_043.jpg
